task_id,title,sprint,priority,status,hierarchy_target,entity_id,instructions,blocked_gap_id,created_utc,updated_utc,notes
rq_111,Heating gas oil / stookolie FFS multi-year or agriculture intermediate,continuous,3,done,taxex,fod_finance,From FFS 2026: deepen stookolie 1836m 2024 multi-year and/or agriculture intermediate 378.5m; link taxex inventory lines if public.,,2026-07-27T02:00:00Z,2026-07-27T02:20:00Z,tick111: stookolie 1836m 2024 path from 2130m 2019; ag intermed 379m; social heating fund 12.6m contrast; FFS social+env critique
rq_112,Industrial reduced gas rate FFS 903m multi-year or inland waterways,continuous,3,done,taxex,fod_finance,From FFS Table16: aardgas verlaagd tarief 903m 2024 path; and/or binnenvaart 84m. Map energy policy agreements link if public.,gap_fed_gas_reduced_firms,2026-07-27T02:20:00Z,2026-07-27T02:40:00Z,tick112: gas reduced 903m 2024 path from 1295 peak; 13.54 TWh; 352 firms 2019; binnenvaart 84m; FOI firm L5 ready
rq_113,Natural gas product rate-diff FFS 4.09bn multi-year or social tariff path,continuous,3,done,taxex,fod_finance,From FFS Table3: aardgas product differences 4089m 2024 path; or social tariff gas multi-year Table1. One unit only.,,2026-07-27T02:40:00Z,2026-07-27T03:00:00Z,tick113: gas product-diff 4089m 2024 path; social tariff gas 96m permanent + RVT peak; industry 55.8pct end-use; no FOI needed for aggregates
rq_114,FFS inventory synthesis snapshot or remaining heating LPG/coal lines,continuous,2,done,taxex,fod_finance,Optional synthesis markdown of FFS top lines already mapped (no invent euros) OR extract LPG heating 127.6m + coal HH 10.8m multi-year from Table16.,,2026-07-27T03:00:00Z,2026-07-27T03:20:00Z,tick114: FFS snapshot md + LPG 128m + coal HH 11m multi-year; top FFS lines map complete
rq_115,Leaderboard priority_index recompute after FFS wave,continuous,2,done,L5,gg_belgium,Recompute or document top-15 leaderboard after FFS seeds ticks 109-114; no invent euros; update leaderboard_top15.md if script available.,,2026-07-27T03:20:00Z,2026-07-27T03:35:00Z,tick115: recomputed 157 rows; top: cheque 8.68 heatoil 8.43 cars 8.22 EIWT 8.08; FFS direct+gas product 7.98
rq_116,SWA multi-parliament final assent recheck Q4 2026,continuous,1,open,L0,gg_belgium,Seventh recheck final assent laws/decrees BS for Mar 2026 economic-governance SWA; prefer after Oct 2026 per APR year-end target; skip if still mid-year.,,2026-07-27T03:50:00Z,2026-08-01T07:30:00Z,tick663: CoA aju2026 confirms SWA signed 2026-03-25 but still needs legislative assent all assemblies; keep deferred until Q4 2026
rq_117,Unia multi-entity funding map,continuous,9,done,L2,unia_interfederal,Map Unia financing: federal + region/community + Flanders exit/VMRI dual; primary annual reports; FOI residual splits.,,2026-07-27T12:00:00Z,2026-07-27T12:00:00Z,tick121: 2024 subsidies 9.45m (fed 8.17m + federated 1.28m split); 2025 9.63m; VMRI ~5.3-5.6m dual
rq_118,IEFH Institute women-men funding map,continuous,6,done,L2,iefh,Parallel Unia method: federal Institute for Equality of Women and Men budget 2024-2026 primary.,gap_iefh_funding_detail,2026-07-27T12:00:00Z,2026-07-27T21:10:00Z,tick143: RA2024 strong exp 24.8m CPVS 10.9m dotation 33.9m protocols 223k Flanders0 FOI residual
rq_119,FIRM-IFDH federal human rights institute funding,continuous,6,done,L2,firm_ifdh,Map FIRM/IFDH federal dotation 2024-2026 from annual report or BGD; dual with Unia/VMRI.,gap_firm_funding_detail,2026-07-27T12:00:00Z,2026-07-27T21:30:00Z,tick144: RA exp 2024 2.49m 2025 3.52m; grants 4.11/3.77/3.22m 2024-26; FOI residual L5 optional
rq_120,Myria federal migration centre funding,continuous,5,done,L2,myria,Myria budget/dotation 2024-2026 primary annual report or federal budget line.,gap_myria_other_income,2026-07-27T12:00:00Z,2026-07-28T00:30:00Z,tick153: Kamer 56 1281/004 AB 41.10.414003 1.579/1.614/1.600m 2024-26 strong; path to 1.516m 2029; residual other-income FOI ready
rq_121,Fill high-value FOI-adjacent public holes batch,continuous,5,done,L5,gg_belgium,Prefer public primary fills for ready FOI topics if new PDFs appear (NMBS De Lijn VDAB FOREM); else pick next open rq by prio.,,2026-07-27T12:00:00Z,2026-07-28T03:20:00Z,tick160: NMBS 2025 invest 820m EBITDA 54.2m debt 1.53bn; VDAB staff 4761 + 962/783 medium; gaps nmbs/vdab partial; FOREM/De Lijn 2025-26 still FOI; spawn next hole-fill if needed
rq_122,VL Het Wassalon gelijke kansen 800k deepen tender L5,continuous,9,done,L5,vlaanderen_gov,Find primary: Gennez PQ transcript exact EUR; ABB tender notice; contractor name; cash-by-year; official view counts. FOI residual.,gap_vl_wassalon_tender,2026-07-27T14:00:00Z,2026-07-27T14:25:00Z,tick123: official ABB launch+structure strong; 800k/3y+raam medium; YT~2300 IG636 medium; LDV United medium claim; NoStrezz producer medium; cash-by-year+gunning still FOI ready
rq_123,VL gelijke kansen full programme L5 projects 2024-2026,continuous,8,done,L5,vlaanderen_gov,Extract all named gelijke kansen / samenleven projects with EUR from BO/ABB/CJSM docs beyond Wassalon.,gap_vl_gelijke_kansen,2026-07-27T14:00:00Z,2026-07-27T15:00:00Z,tick125: BBT strong werking 15.162m projectsubs 4.361m research L5 Inter; portal names no EUR; LDV 800k strong; FOI residual
rq_124,Federal BGD top 50 discretionary lines 2026 L5,continuous,8,done,L5,sec_federal,Open federal budget general des depenses 2026 PDF; extract top 50 non-SS non-debt named transfers to third parties.,,2026-07-27T14:00:00Z,2026-07-27T16:40:00Z,tick130: BOSA register L2/L3 full 179.9bn; OISZ/dept/AOI splits; named L5 top50 needs bulk export FOI; snapshot md
rq_125,Flanders BO2026 top 30 named subsidies L5,continuous,8,done,L5,vlaanderen_gov,From Centenboekje/Documentatie extract named programme lines not yet in budgets.csv.,,2026-07-27T14:00:00Z,2026-07-27T16:00:00Z,tick128: 30+ named measures from centenboekje; domains already known; full L5 third-party still FOI
rq_126,Wallonie budget 2026 top named ASBL/dotations L5,continuous,7,done,L5,wallonie_gov,SPW budget or CoA: top named third-party lines 2026 beyond prior sample.,gap_wal_l5_top_subsidies,2026-07-27T14:00:00Z,2026-07-27T18:00:00Z,tick134: ExpGen+CP strong FOREM 2.83bn 17.093 7.03bn WE 64m AVIQ effort IFAPME 88m CWaPE 9.3m + APE 83.7m split; pure ASBL top20 still FOI
rq_127,FWB budget 2026 named culture education transfers L5,continuous,7,done,L5,fwb_gov,Elements-cles + annexes: named institutions with EUR.,,2026-07-27T14:00:00Z,2026-07-27T18:20:00Z,tick135: ExpGen+CP strong debt 357m DO45 263m WBI 42.9 WBE 39.7 press 12.9 media-prox 10 ONE +43/-7.8 culture freeze 14m party-linked end; RTBF stabilised
